ID,iatatag,name,country,lat,lon
1,UTK,Utirik Airport,MH,169.852005,11.222
2,OCA,Ocean Reef Club Airport,US,-80.274803161621,25.325399398804
3,PQS,Pilot Station Airport,US,-162.899994,61.934601
4,CSE,Crested Butte Airpark,US,-106.928341,38.851918
5,JCY,LBJ Ranch Airport,US,-98.6224975586,30.251800537100003
6,PMX,Metropolitan Airport,US,-72.31140136719999,42.2233009338
7,WLR,Loring Seaplane Base,US,-131.636993408,55.6012992859
8,NUP,Nunapitchuk Airport,US,-162.440454,60.905591
9,PTC,Port Alice Seaplane Base,US,-133.597,55.803
10,ICY,Icy Bay Airport,US,-141.662002563,59.96900177
11,PPV,Port Protection Seaplane Base,US,-133.61000061035,56.328800201416
12,KKK,Kalakaket Creek AS Airport,US,-156.820392609,64.4166256967
13,MHS,Dunsmuir Muni-Mott Airport,US,-122.272003,41.263199
14,NIR,Chase Field Industrial Airport,US,-97.661917,28.362444
15,GCT,Grand Canyon Bar Ten Airstrip,US,-113.231159,36.258614
16,ELW,Ellamar Seaplane Base,US,-146.704038,60.893818
17,LVD,Lime Village Airport,US,-155.440002441,61.3591003418
18,HGZ,Hog River Airport,US,-155.6690063,66.2161026
19,OTN,Ed-Air Airport,US,-87.4997024536,38.851398468
20,TLF,Telida Airport,US,-153.26899719238,63.393901824951
21,BZT,Eagle Air Park,US,-95.579696655273,28.982200622559
22,HBH,Entrance Island Seaplane Base,US,-133.43848,57.412201
23,FAK,False Island Seaplane Base,US,-135.212997437,57.5321998596
24,BYW,Blakely Island Airport,US,-122.825996399,48.578998565700005
25,DRF,Drift River Airport,US,-152.162002563,60.5889015198
26,BDF,Rinkenberger Restricted Landing Area,US,-89.61569976810001,41.2308998108
27,VRS,Roy Otten Memorial Airfield,US,-92.875198364258,38.427799224854
28,GDH,Golden Horn Lodge Seaplane Base,US,-158.875,59.7470016479
29,ATT,Atmautluak Airport,US,-162.272995,60.866699
30,LIV,Livengood Camp Airport,US,-148.6534,65.467
31,PDB,Pedro Bay Airport,US,-154.12399292,59.7896003723
32,KOZ,Ouzinkie Airport,US,-152.496715,57.925362
33,TNK,Tununak Airport,US,-165.27200317383,60.575500488281
34,EVA,Ben Bruce Memorial Airpark,US,-94.0735015869,30.3209991455
35,WHD,Hyder Seaplane Base,US,-130.009975,55.903324
36,MNT,Minto Al Wright Airport,US,-149.369995,65.1437
37,TKI,Tokeen Seaplane Base,US,-133.32699585,55.9370994568
38,WKK,Aleknagik / New Airport,US,-158.617996216,59.2826004028
39,WFB,Ketchikan Harbor Seaplane Base,US,-131.677002,55.349899
40,NNK,Naknek Airport,US,-157.02000427246,58.732898712158
41,BKF,Lake Brooks Seaplane Base,US,-155.77699279785,58.554798126221
42,BCS,Southern Seaplane Airport,US,-90.0222015381,29.8661003113
43,SPQ,Catalina Air-Sea Terminal Heliport,US,-118.275001526,33.7491989136
44,TSS,East 34th Street Heliport,US,-73.97209930419922,40.74259948730469
45,QNY,New York Skyports Inc Seaplane Base,US,-73.9729,40.734001
46,BWL,Earl Henry Airport,US,-97.3170013428,36.7958984375
47,WYB,Yes Bay Lodge Seaplane Base,US,-131.800994873,55.9163017273
48,CWS,Center Island Airport,US,-122.832000732,48.4901008606
49,TEK,Tatitlek Airport,US,-146.690297,60.871449
50,DUF,Pine Island Airport,US,-75.7884979248,36.2535018921
51,SSW,Stuart Island Airpark,US,-123.17600250244,48.672901153564
52,FOB,Fort Bragg Airport,US,-123.79599762,39.4743003845
53,PUL,Port of Poulsbo Marina Moorage Seaplane Base,US,-122.64700317383,47.734001159668
54,CCD,Century City Heliport,US,-118.417999268,34.060798645
55,WMK,Meyers Chuck Seaplane Base,US,-132.255004883,55.7396011353
56,AXB,Maxson Airfield,US,-75.90034,44.312002
57,REE,Reese Airpark,US,-102.03700256348,33.590301513672
58,WDN,Waldron Airstrip,US,-123.017998,48.7118
59,WWP,Whale Pass Seaplane Float Harbor Facility,US,-133.121994,56.116299
60,CHU,Chuathbaluk Airport,US,-159.216003,61.579102
61,UGS,Ugashik Airport,US,-157.399002075,57.5279006958
62,MXG,Marlboro Airport,US,-71.509002,42.343201
63,PSQ,Philadelphia Seaplane Base,US,-75.299598693848,39.859001159668
64,KLL,Levelock Airport,US,-156.85899353,59.1281013489
65,SGW,Saginaw Seaplane Base,US,-134.158004761,56.8862991333
66,WTL,Tuntutuliak Airport,US,-162.667007446,60.3353004456
67,TWA,Twin Hills Airport,US,-160.27299499512,59.07559967041
68,KCQ,Chignik Lake Airport,US,-158.774993896,56.2550010681
69,AAD,Adado Airport,SO,46.6375,6.095802
70,ABP,Atkamba Airport,PG,141.095277778,-6.0655555555600005
71,ABW,Abau Airport,PG,148.7389,-10.1956
72,ALV,Andorra la Vella Heliport,AD,1.533551,42.511174
73,ADC,Andakombe Airport,PG,145.744722222,-7.13722222222
74,ADV,El Daein Airport,SD,26.1186,11.4023
75,DJH,Jebel Ali Seaplane Base,AE,55.023796,24.988967
76,AEE,Adareil Airport,SS,32.9594444444,10.0536111111
77,AEI,Algeciras Heliport,ES,-5.441118,36.12888
78,AEK,Aseki Airport,PG,146.19386673,-7.35080485552
79,AEQ,Ar Horqin Airport,CN,120.15958,43.87042
80,URZ,OrÅ«zgÄn Airport,AF,66.630897522,32.9029998779
81,OLR,Salerno Airport,AF,69.9561,33.3638
82,AFK,Kondavattavana Tank Seaplane Base,LK,81.644,7.284
83,AFR,Afore Airstrip,PG,148.390833333,-9.14222222222
84,AFT,Afutara Aerodrome,SB,160.948611111,-9.19138888889
85,RNA,Ulawa Airport,SB,161.979546547,-9.86054358262
86,ATD,Uru Harbour Airport,SB,161.011002,-8.87333
87,VEV,Barakoma Airport,SB,156.70599365234375,-7.912779808044434
88,GEF,Geva Airport,SB,156.5970001220703,-7.575829982757568
89,AGG,Angoram Airport,PG,144.073888889,-4.05583333333
90,AKS,Gwaunaru'u Airport,SB,160.682007,-8.70257
91,BNY,Bellona/Anua Airport,SB,159.798333333,-11.3022222222
92,CHY,Choiseul Bay Airport,SB,156.396111,-6.711944
93,BAS,Ballalae Airport,SB,155.886656,-6.990745
94,FRE,Fera/Maringe Airport,SB,159.576996,-8.1075
95,HIR,Honiara International Airport,SB,160.05499267578,-9.4280004501343
96,MBU,Babanakira Airport,SB,159.83900451660156,-9.7475004196167
97,AVU,Avu Avu Airport,SB,160.410555556,-9.86833333333
98,IRA,Ngorangora Airport,SB,161.897994995,-10.4497003555
99,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,SB,165.7949981689453,-10.72029972076416
100,MUA,Munda Airport,SB,157.26300048828125,-8.327969551086426
101,GZO,Nusatupe Airport,SB,156.863998413,-8.09778022766
102,MNY,Mono Airport,SB,155.56500244140625,-7.416940212249756
103,PRS,Parasi Airport,SB,161.4250030517578,-9.64167022705078
104,OTV,Ontong Java Atoll Airstrip,SB,159.527778,-5.515
105,RNL,Rennell/Tingoa Airport,SB,160.06300354003906,-11.533900260925291
106,EGM,Sege Airport,SB,157.87600708007812,-8.578889846801758
107,NNB,Santa Ana Airport,SB,162.454108,-10.847994
108,RUS,Marau Airport,SB,160.824996948,-9.86166954041
109,VAO,Suavanao Airport,SB,158.7310028076172,-7.585559844970703
110,XYA,Yandina Airport,SB,159.21841,-9.092816
111,AGK,Kagua Airport,PG,143.853611111,-6.396388888890001
112,KGE,Kaghau Airport,SB,157.585,-7.3305
113,KUE,Kukudu Airport,SB,156.94783,-8.0262
114,KWS,Kwailabesi Airport,SB,160.775127,-8.360508
115,AGL,Wanigela Airport,PG,149.155555556,-9.3375
116,NAZ,Nana Airport,SB,162.2049,-10.6758
117,RIN,Ringi Cove Airport,SB,157.14300537109375,-8.12639045715332
118,RBV,Ramata Airport,SB,157.64300537109375,-8.168060302734375
119,TLG,Tulaghi Heliport,SB,160.149166667,-9.108
120,AGY,Argyle Downs Airport,AU,128.9245,-16.514
121,AHJ,Hongyuan Airport,CN,102.35224,32.53154
122,AHT,Amchitka Army Airfield,US,179.259166667,51.3777777778
123,AHY,Ambatolhy Airport,MG,45.535,-20.0158333333
124,AIE,Aiome Airport,PG,144.7307003,-5.145699978
125,AIH,Aiambak Airport,PG,141.2675,-7.342777777779999
126,AIC,Ailinglaplap Airok Airport,MH,168.8257,7.279422
127,CEX,Chena Hot Springs Airport,US,-146.04699707,65.0518035889
128,SOL,Solomon State Field,US,-164.4457,64.5605
129,HED,Herendeen Bay Airport,US,-160.899002075,55.801399231
130,TWE,Taylor Airport,US,-164.798995972,65.6792984009
131,KTH,Tikchik Lodge Seaplane Base,US,-158.477005005,59.9631996155
132,NKI,Naukati Bay Seaplane Base,US,-133.227994,55.849602
133,LNI,Lonely Air Station,US,-153.2420044,70.91069794
134,CDL,Candle 2 Airport,US,-161.925994873,65.907699585
135,AOS,Amook Bay Seaplane Base,US,-153.815002441,57.4715003967
136,BSZ,Bartletts Airport,US,-157.352005005,58.2162017822
137,BSW,Boswell Bay Airport,US,-146.145996094,60.4230995178
138,AKM,Zakuoma Airport,TD,19.8172222222,10.8902777778
139,TGE,Sharpe Field,US,-85.7755966187,32.4919013977
140,ALZ,Alitak Seaplane Base,US,-154.248001099,56.8995018005
141,PPE,Mar de CortÃ©s International Airport,MX,-113.305177,31.351987
142,AME,Alto Molocue Airport,MZ,37.6813888889,-15.6102777778
143,AMF,Ama Airport,PG,141.67,-4.10111111111
144,AMU,Amanab Airport,PG,141.214333333,-3.586
145,AMY,Ambatomainty Airport,MG,45.623888888900005,-17.6866666667
146,ANH,Anuha Island Resort Airport,SB,160.225,-9.00138888889
147,INU,Nauru International Airport,NR,166.919006,-0.547458
148,ANZ,Angus Downs Airport,AU,132.2748,-25.0325
149,ANL,Andulo Airport,AO,16.710899353,-11.4722995758
150,CNZ,Cangamba Airport,AO,19.861099,-13.7106
151,DRC,Dirico Airport,AO,20.7680606842041,-17.981924057006836
152,GGC,Lumbala Airport,AO,22.5868206024,-12.6398773193
153,JMB,Jamba Airport,AO,16.070148468017578,-14.698192596435549
154,KNP,Capanda Airport,AO,15.4553194046,-9.76937007904
155,NDF,Ndalatandos Airport,AO,14.977242469787598,-9.275188446044922
156,AOA,Aroa Airport,PG,146.8,-9.0254
157,AOB,Annanberg Airport,PG,144.635833333,-4.90416666667
158,AOD,Abou-DeÃ¯a Airport,TD,19.2874,11.4773
159,APP,Asapa Airport,PG,148.103611111,-8.97916666667
160,APR,April River Airport,PG,142.540138889,-4.67666666667
161,QET,Troll Airfield,AQ,2.455581,-71.95559
162,AQY,Girdwood Airport,US,-149.126007,60.966099
163,QRF,Bragado Airport,AR,-60.4803,-35.144
164,CVI,Caleta Olivia Airport,AR,-67.5186004639,-46.4318008423
165,CNT,Charata Airport,AR,-61.2103,-27.2164
166,VGS,General Villegas Airport,AR,-63.0,-35.0
167,LMD,Los Menucos Airport,AR,-68.074699,-40.817699
168,SZQ,Saenz PeÃ±a Airport,AR,-60.448299407958984,-26.81579971313477
169,VCF,Valcheta Airport,AR,-66.1500015259,-40.7000007629
170,NCJ,Sunchales Aeroclub Airport,AR,-61.5283,-30.9575
171,CPG,Carmen De Patagones Airport,AR,-62.9803,-40.7781
172,PRQ,Termal Airport,AR,-60.492222,-26.753611
173,OLN,Colonia Sarmiento Airport,AR,-68.999841,-45.582371
174,ARP,Aragip Airport,PG,149.483333333,-9.88333333333
175,ARX,Asbury Park Neptune Air Terminal,US,-74.0908333333,40.2193055556
176,TAV,Tau Airport,AS,-169.511001587,-14.2292003632
177,ASZ,Asirim Airport,PG,150.368611111,-6.009722222220001
178,ATN,Namatanai Airport,PG,152.438,-3.6695
179,ATP,Aitape Airport,PG,142.346805556,-3.14361111111
180,LYT,Lady Elliot Island Airstrip,AU,152.7156,-24.1129
181,AGW,Agnew Airport,AU,142.1490020751953,-12.145600318908691
182,AYD,Alroy Downs Airport,AU,136.07899475097656,-19.290800094604492
183,BYX,Baniyala Airport,AU,136.227005005,-13.19810009
184,COB,Coolibah Airport,AU,130.96200561523438,-15.548299789428713
185,CRJ,Coorabie Airport,AU,132.29600524902344,-31.894399642944336
186,CRY,Carlton Hill Airport,AU,128.53399658203125,-15.50189971923828
187,CSD,Cresswell Downs Airport,AU,135.91600036621094,-17.947999954223633
188,DYM,Diamantina Lakes Airport,AU,141.14500427246094,-23.761699676513672
189,HIS,Hayman Island Resort Seaplane Base,AU,148.88099670410156,-20.059999465942383
190,HLV,Helenvale Airport,AU,145.21499633789062,-15.685799598693848
191,KBD,Kimberley Downs Airport,AU,124.3550033569336,-17.39780044555664
192,KGR,Kulgera Airport,AU,133.29200744628906,-25.84280014038086
193,MWY,Miranda Downs Airport,AU,141.886002,-17.328899
194,MYO,Camballin Airport,AU,124.27200317382812,-18.12470054626465
195,OKB,Orchid Beach Airport,AU,153.31500244141,-24.959400177002
196,PEP,Peppimenarti Airport,AU,130.091003418,-14.144200325
197,RDA,Rockhampton Downs Airport,AU,135.2010040283203,-18.95330047607422
198,SSK,Sturt Creek Airport,AU,128.1739959716797,-19.166400909423828
199,SWB,Shaw River Airport,AU,119.36199951171876,-21.510299682617188
200,TPR,Tom Price Airport,AU,117.869003296,-22.746000289900003
201,TWP,Torwood Airport,AU,143.75,-17.363300323486328
202,ZVG,Springvale Airport,AU,127.66999816894533,-17.78689956665039
203,AUI,Aua Island Airport,PG,143.064722222,-1.46055555556
204,AUJ,Ambunti Airport,PG,142.823166667,-4.21566666667
205,AUP,Agaun Airport,PG,149.385667,-9.930833
206,AUV,Aumo Airport,PG,148.445277778,-5.731111111110001
207,AWE,Alowe Airport,GA,9.444,-0.545
208,AWR,Awar Airport,PG,144.853,-4.124
209,AXF,Alxa Left Banner Bayanhot Airport,CN,105.58858,38.74831
210,KPM,Kompiam Airport,PG,143.924722222,-5.38166666667
211,BUA,Buka Airport,PG,154.67300415039062,-5.4223198890686035
212,BRP,Biaru Airport,PG,146.7594,-7.6693
213,CMU,Chimbu Airport,PG,144.9709930419922,-6.024290084838867
214,MDM,Munduku Airport,PG,143.4516,-4.6204
215,KPF,Kondobol Airport,PG,142.5049,-8.5336
216,DNU,Dinangat Airport,PG,146.6772,-6.1546
217,DOI,Doini Airport,PG,150.7218,-10.7009
218,DAU,Daru Airport,PG,143.207992554,-9.08675956726
219,EMS,Embessa Airport,PG,148.7628,-9.447
220,XYR,Edwaki Airport,PG,141.792234,-3.883986
221,EPT,Eliptamin Airport,PG,141.6779,-5.0412
222,EGA,Engati Airstrip,PG,146.1053,-6.9179
223,EMO,Emo River Airstrip,PG,148.0415,-9.1234
224,ERU,Erume Airport,PG,146.9747,-8.2538
225,MFZ,Meselia Airport,PG,149.1183,-6.1364
226,FRQ,Feramin Airport,PG,141.6988,-5.208
227,FAQ,Frieda River Airport,PG,141.960138,-4.610468
228,FUM,Fuma Airport,PG,142.4408,-6.3933
229,GKA,Goroka Airport,PG,145.391998291,-6.081689834590001
230,GUG,Guari Airport,PG,146.8722,-8.1286
231,GRL,Garasa Airport,PG,147.213461,-7.980713
232,GUR,Gurney Airport,PG,150.333999634,-10.3114995956
233,GAP,Gusap Airport,PG,145.959047,-6.053196
234,PNP,Girua Airport,PG,148.309005737,-8.80453968048
235,GBC,Gasuke Airport,PG,141.7393,-6.1028
236,HBD,Habi Airport,PG,142.4893,-6.32
237,HNI,Heiweni Airport,PG,146.4276,-7.4223
238,HNN,Honinabi Airport,PG,142.1771,-16.2457
239,HKN,Kimbe Airport,PG,150.40499877929688,-5.462170124053955
240,HIT,Haivaro Airport,PG,143.059,-6.9406
241,IMN,Imane Airport,PG,146.1072,-6.7524
242,KGM,Kungim Airport,PG,141.03,-5.671
243,IMD,Imonda Airport,PG,141.1573,-3.328
244,IAL,Ialibu Airport,PG,143.9944,-6.2782
245,WIU,Witu Airport,PG,149.440112,-4.689522
246,KGH,Yongai Airport,PG,147.4603,-8.5289
247,LSA,Losuia Airport,PG,151.08099365234375,-8.505820274353027
248,KPA,Kopiago Airport,PG,142.4977,-5.3883
249,UNG,Kiunga Airport,PG,141.28199768066406,-6.1257100105285645
250,KNE,Kanainj Airport,PG,144.7072,-5.2903
251,KRI,Kikori Airport,PG,144.2500762939453,-7.424379825592041
252,KMA,Kerema Airport,PG,145.770996094,-7.96361017227
253,KRX,Kar Kar Airport,PG,145.9404,-4.557
254,KIE,Aropa Airport,PG,155.728139,-6.305417
255,KUQ,Kuri Airport,PG,143.276111,-7.135083
256,KVG,Kavieng Airport,PG,150.807998657,-2.57940006256
257,LNV,Londolovit Airport,PG,152.628997803,-3.04361009598
258,LAB,Lab Lab Airport,PG,148.0566,-5.7204
259,LWI,Lowai Airport,PG,146.6458,-6.3344
260,LPN,Leron Plains Airport,PG,146.3434,-6.3917
261,LNG,Lese Airport,PG,146.2765,-8.2799
262,LSJ,Long Island Airport,PG,147.0177,-5.3604
263,AYM,Yas Island Seaplane Base,AE,54.6103,24.467
264,MRM,Manari Airport,PG,147.6219,-9.1908
265,OBM,Morobe Airport,PG,147.59,-7.74
266,MAG,Madang Airport,PG,145.789001465,-5.20707988739
267,HGU,Mount Hagen Kagamuga Airport,PG,144.29600524902344,-5.826789855957031
268,GUV,Mougulu Airport,PG,142.420775,-6.280859
269,MDU,Mendi Airport,PG,143.656998,-6.14774
270,MAS,Momote Airport,PG,147.423996,-2.06189
271,MXH,Moro Airport,PG,143.238006592,-6.36332988739
272,MIS,Misima Island Airport,PG,152.837997437,-10.6892004013
273,MWG,Marawaka Airport,PG,145.8849,-6.9736
274,NKN,Nankina Airport,PG,146.4533,-5.837
275,GBF,Negarbo(Negabo) Airport,PG,144.703058,-6.567778
276,MFO,Manguna Airport,PG,151.792333,-5.577778
277,KSB,Kasonombe Airport,PG,146.9859,-6.3819
278,NMN,Nomane Airport,PG,145.070667,-6.32183
279,NBA,Nambaiyufa Airport,PG,145.2424,-6.2412
280,LAE,Nadzab Airport,PG,146.725977,-6.569803
281,KGB,Konge Airport,PG,147.2152,-6.2239
282,OKP,Oksapmin Airport,PG,142.2259,-5.2261
283,HOC,Komako Airport,PG,145.8827,-7.3984
284,KCJ,Komaio Airport,PG,143.5952,-7.2714
285,KDE,Koroba Airport,PG,142.7441,-5.6952
286,OPB,Open Bay Airport,PG,151.696195,-4.794727
287,PGB,Pangoa Airport,PG,141.5605,-7.0226
288,PGN,Pangia Airport,PG,144.1084,-6.386
289,MPF,Mapoda Airport,PG,143.1694,-7.979
290,PMN,Pumani Airport,PG,149.4766,-9.7469
291,POM,Port Moresby Jacksons International Airport,PG,147.22000122070312,-9.44338035583496
292,SPH,Sopu Airport,PG,147.1659,-8.3038
293,SXA,Sialum Airport,PG,147.5955,-6.0908
294,RMN,Rumginae Airport,PG,141.271666667,-5.89722222222
295,KMR,Karimui Airport,PG,144.823,-6.4921
296,MWI,Maramuni Airport,PG,143.4829,-5.13
297,MRH,May River Airstrip,PG,141.785,-4.3615
298,SBE,Suabi Airport,PG,142.278333333,-6.10444444444
299,NIS,Simberi Airport,PG,151.997777778,-2.66222222222
300,SIL,Sila Airport,PG,148.38925,-9.07355555556
301,SBV,Sabah Airport,PG,155.0489,-5.5765
302,SIM,Simbai Airport,PG,144.544722222,-5.278611111110001
303,SBC,Selbang Airport,PG,141.752,-5.315
304,SPV,Sepik Plains Airport,PG,143.6734,-3.8821
305,SXW,Sauren Airport,PG,148.8543,-5.9701
306,MBV,Masa Airport,PG,147.591,-6.345
307,TIZ,Tari Airport,PG,142.947998047,-5.84499979019
308,TBG,Tabubil Airport,PG,141.225998,-5.27861
309,TPI,Tapini Airport,PG,146.989166667,-8.35666666667
310,RAB,Tokua Airport,PG,152.380004883,-4.34045982361
311,TKW,Tekin Airport,PG,142.165194444,-5.24366666667
312,TEP,Tep Tep Airport,PG,146.5595,-5.9553
313,TSW,Tsewi Airport,PG,146.1272,-7.0695
314,TRJ,Tarakbits Airport,PG,141.0421,-5.614
315,TWY,Tawa Airport,PG,146.1067,-7.4463
316,TKB,Tekadu Airport,PG,146.5503,-7.6808
317,AYU,Aiyura Airport,PG,145.904166667,-6.33805555556
318,UMC,Umba Airport,PG,145.966,-7.0214
319,URU,Uroubi Airport,PG,148.5591,-9.5162
320,UPR,Upiara Airport,PG,142.6503,-8.5411
321,UVO,Uvol Airport,PG,150.9557,-6.0178
322,TLW,Talasea Airport,PG,150.0089,-5.2726
323,TCJ,Torembi Airport,PG,143.1329,-4.0165
324,VAI,Vanimo Airport,PG,141.3028,-2.6926
325,TON,Tonu Airport,PG,155.4326,-6.6552
326,WAO,Wabo Airport,PG,145.075111111,-6.98944444444
327,WBM,Wapenamanda Airport,PG,143.89500427246094,-5.6433000564575195
328,WAJ,Wawoi Falls Airport,PG,142.6557,-6.9523
329,WWK,Wewak International Airport,PG,143.669006348,-3.58383011818
330,WOA,Wonenara Airport,PG,145.891944444,-6.796861111110001
331,WKN,Wakunai Airport,PG,155.2223,-5.8603
332,WSU,Wasu Airport,PG,147.19822526,-5.96170944919
333,WTP,Woitape Airport,PG,147.2525,-8.54583333333
334,WUG,Wau Airport,PG,146.718611111,-7.345555555560001
335,YVD,Yeva Airport,PG,146.188,-7.548
336,SMJ,Sim Airport,PG,146.9273,-7.75
337,WEP,Weam Airport,PG,141.1381,-8.6184
338,AYY,Arugam Bay SPB,LK,81.82388888890002,6.86
339,KYX,Yalumet Airport,PG,147.0117,-6.09
340,KSX,Yasuru Airport,PG,146.1813,-6.6015
341,AYZ,Zahn's Airport,US,-73.4,40.71
342,WUM,Wasum Airport,PG,149.337,-6.0491
343,ZXT,Zabrat Airport,AZ,49.9768066406,40.4955422161
344,HAE,Lava Falls Heliport,US,-113.092002869,36.1916007996
345,AZB,Amazon Bay Airport,PG,149.338333333,-10.2991666667
346,BAJ,Bali Airport,PG,149.133333333,-4.8833333333299995
347,BAP,Baibara Airport,PG,149.6414,-10.3432
348,BKG,Branson Airport,US,-93.200544,36.532082
349,BCJ,Baca Grande Airfield,US,-105.776666667,37.964777777799995
350,BCP,Bambu Airport,PG,146.4925,-5.863611111110001
351,BCW,Benguera Island Airport,MZ,35.43830108642578,-21.853300094604492
352,BCZ,Milyakburra Airport,AU,136.201666667,-13.7808333333
353,ILL,Willmar Municipal -John L Rice Field,US,-95.13040161,45.11769867
354,BDZ,Baindoung Airport,PG,146.942222222,-6.34722222222
355,BEA,Bereina Airport,PG,146.5083,-8.64
356,BER,Berlin Brandenburg Airport (U.C.),DE,13.493889,52.351389
357,HKV,Malevo Airport,BG,25.6047992706,41.871799469
358,JAM,Bezmer Air Base,BG,26.3521995544,42.4548988342
359,JEG,Aasiaat Airport,GL,-52.7846984863,68.7218017578
360,AOQ,Aappilattoq (Qaasuitsup) Heliport,GL,-55.596287,72.88703
361,AGM,Tasiilaq Heliport,GL,-37.618335,65.612296
362,LLU,Alluitsup Paa Heliport,GL,-45.56917,60.46445
363,QGQ,Attu Heliport,GL,-53.6218696833,67.9406628551
364,UAK,Narsarsuaq Airport,GL,-45.4259986877,61.1604995728
365,JCH,Qasigiannguit Heliport,GL,-51.1734473705,68.822815547
366,CNP,Neerlerit Inaat Airport,GL,-22.6504993439,70.7431030273
367,DUN,Dundas Airport,GL,-68.8,76.525
368,QFG,Eqalugaarsuit Heliport,GL,-45.9140619636,60.6197196536
369,GOH,Godthaab / Nuuk Airport,GL,-51.6781005859,64.19090271
370,JGO,Qeqertarsuaq Heliport,GL,-53.5148763657,69.251181993
371,QFI,Iginniarfik,GL,-53.1735277176,68.1472255861
372,QRY,Ikerassaarsuk Heliport,GL,-53.4414589405,68.14088100629999
373,XIQ,Ilimanaq Heliport,GL,-51.1143153906,69.0809150007
374,IUI,Innarsuit Heliport,GL,-56.010817,73.199895
375,IOQ,Isortoq Heliport,GL,-38.976552,65.547792
376,QJI,Ikamiut Heliport,GL,-51.8322622776,68.6342530984
377,JJU,Qaqortoq Heliport,GL,-46.0299186409,60.7156841553
378,JAV,Ilulissat Airport,GL,-51.0570983887,69.2432022095
379,QPW,Kangaatsiaq Heliport,GL,-53.4602075815,68.3126574861
380,KUS,Kulusuk Airport,GL,-37.1236000061,65.573600769
381,KUZ,Kuummiut Heliport,GL,-36.997919,65.863935
382,KHQ,Kullorsuaq Heliport,GL,-57.226828,74.57805
383,KGQ,Kangersuatsiaq Heliport,GL,-55.536586,72.381092
384,QJE,Kitsissuarsuit Heliport,GL,-53.1232953072,68.85792599759999
385,JSU,Maniitsoq Airport,GL,-52.9393997192,65.4124984741
386,JNN,Nanortalik Heliport,GL,-45.232976675,60.141883975899994
387,JNS,Narsaq Heliport,GL,-46.059923172,60.9172827256
388,NIQ,Niaqornat Heliport,GL,-53.662945,70.789385
389,NSQ,Nuussuaq Heliport,GL,-57.065037,74.109853
390,BGP,Bongo Airport,GA,10.2088,-2.1713
391,JFR,Paamiut Airport,GL,-49.6709365845,62.0147361755
392,QQT,Qeqertaq Heliport,GL,-51.3009166718,69.9958611087
393,NAQ,Qaanaaq Airport,GL,-69.3887023926,77.4886016846
394,OBY,Ittoqqortoormiit Heliport,GL,-21.9716799259,70.4882288244
395,SFJ,Kangerlussuaq Airport,GL,-50.7116031647,67.0122218992
396,SRK,Siorapaluk Heliport,GL,-70.638657,77.786517
397,QOQ,Saarloq Heliport,GL,-46.024722,60.537778
398,JHS,Sisimiut Airport,GL,-53.729301,66.951302
399,SVR,Savissivik Heliport,GL,-65.117683,76.018613
400,TQA,Tasiusaq (Qaasuitsup) Heliport,GL,-56.06028,73.373055
401,THU,Thule Air Base,GL,-68.7032012939,76.5311965942
402,TQI,Tiniteqilaaq Heliport,GL,-37.783409,65.892027
403,JUV,Upernavik Airport,GL,-56.1305999756,72.7901992798
404,UMD,Uummannaq Heliport,GL,-52.111630439799995,70.6804279261
405,JQA,Qaarsut Airport,GL,-52.6962013245,70.7341995239
406,JUK,Ukkusissat Heliport,GL,-51.890016,71.049438
407,BHL,BahÃ­a de los Ãngeles Airport,MX,-113.560997,28.9786
408,BHT,Brighton Downs Airport,AU,141.562777778,-23.3638888889
409,AEY,Akureyri Airport,IS,-18.07270050048828,65.66000366210938
410,BIU,Bildudalur Airport,IS,-23.546199798583984,65.64129638671875
411,BGJ,BorgarfjÃ¶rÃ°ur eystri Airport,IS,-13.80500030517578,65.51640319824219
412,BJD,BakkafjÃ¶rÃ°ur Airport,IS,-14.824399948120115,66.02189636230469
413,BLO,Hjaltabakki Airport,IS,-20.287500381469727,65.6449966430664
414,BQD,BÃºÃ°ardalur Airport,IS,-21.80030059814453,65.07530212402344
415,BXV,BreiÃ°dalsvÃ­k Airport,IS,-14.02280044555664,64.79000091552734
416,DJU,DjÃºpivogur Airport,IS,-14.28279972076416,64.64420318603516
417,EGS,EgilsstaÃ°ir Airport,IS,-14.401399612426758,65.2833023071289
418,FAS,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,IS,-14.0606002808,64.9317016602
419,FAG,FagurhÃ³lsmÃ½ri Airport,IS,-16.64109992980957,63.874698638916016
420,GUU,GrundarfjÃ¶rÃ°ur Airport,IS,-23.224700927734375,64.99140167236328
421,GJR,GjÃ¶gur Airport,IS,-21.326900482177734,65.99530029296875
422,GRY,GrÃ­msey Airport,IS,-18.0173,66.5458
423,HVK,HÃ³lmavÃ­k Airport,IS,-21.696399688720703,65.70469665527344
424,HFN,HornafjÃ¶rÃ°ur Airport,IS,-15.2272,64.295601
425,FLI,Holt Airport,IS,-23.4416913986,66.0141804294
426,HZK,HÃºsavÃ­k Airport,IS,-17.426001,65.952301
427,HVM,KrÃ³kstaÃ°armelar Airport,IS,-20.846900939941406,65.26640319824219
428,HLO,IngjaldssanÃ°ur Airport,IS,-23.69610023498535,66.05000305175781
429,IFJ,ÃsafjÃ¶rÃ°ur Airport,IS,-23.135299682617188,66.05809783935547
430,BIJ,Biliau Airport,PG,146.339,-5.578
